25376792,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25376943,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377027,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377131,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377284,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377368,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377472,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377618,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377701,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377804,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25377980,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378062,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378166,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378311,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378393,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378496,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378641,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378724,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378828,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25378975,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379058,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379161,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379299,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379383,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379487,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379634,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379718,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379813,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25379932,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380005,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380101,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380245,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380334,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380447,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380594,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380689,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380788,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25380912,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381017,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381141,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381343,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381456,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381544,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381692,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381785,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25381884,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382045,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382126,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382230,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382368,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382450,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382551,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382694,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382780,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25382948,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25383094,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
25383183,0.480372,0.277666,53,-91,-0.06,0.06,0.59841,0.286031,-0.06,0,6.17408,5.97465,5.63648,5.85684,-87,-78,65,180,-405,-223,-386,-222,-20,-407,6.18666
